상호,제품군,대분류,질의 내용,답변,답변퀄리티
우디홈,가구,제품관련,"아래에 붙이는 스펀지가 떨어졌는데 더 받을 수 있나요?

하나가 떨어져서 수평이 안맞아요 ,,",고객님 안녕하세요 구매하신지 기간이 오래되어현재 고객님의 구매 정보가 조회가 되지 않습니다배송비를 지불해주신다면 미끄럼 방지 패드는A/S를 도와드릴 수 있으니 고개센터 070 8833 7090로 연락을 부탁드립니다 : ),부정
우디홈,가구,배송,"얼마 전에 산게 좋아서 크로스엣지형으로 이번에 다시 구매했는데 크로스 형이 아니라 일반형이 왔네요... 택배 물품명은 크로스 엣지던데.. ㅠㅠ 
중간 기둥만 교환이 가능한지 궁금합니다.",해당문의 유선상 안내 도와드렷습니다,부정
우디홈,가구,제품관련,설치하는곳이 1400이라서요 혹시 중간꺼빼고 조립할수있나요~??,고객님 안녕하세요 네 중간봉을 빼고 조립이 가능한 상품입니다 : ),부정
우디홈,가구,제품관련,쿠션 포함되어 높이 알려주세요,안녕하세요 높이 45 cm 입니다,부정
우디홈,가구,제품관련,엣지형이나 기본형 아래쪽 봉 빼고 낮게 사용 가능한가요?,네 고객님 가는하십니다 ^^,부정
우디홈,가구,제품관련,기본형 어린이 행거에서 중심축 기둥을 하나 빼면 높이가 얼마나 되나요?,안녕하세요 고객님약 120cm 정도 됩니다.,부정
우디홈,가구,제품관련,"거울 옆 동그란 조으는 부분이 박살 났네요.

따로 구할수 있을까요?",고객님 안녕하세요 ~! 저희가 택배비만 부담해주신다면빠르게 옆부분은 A/S 처리 해드릴 수 있습니다현재 고객정보 보호법에 의해 고객님의 정보가 없어고객센터 070-8833-7090 또는 네이버 톡톡메세지로 문의시자세한 사항을 안내 도와드리겠습니다 : ),부정
우디홈,가구,제품관련,"사각다리형을 구입했는데 맨 아래 4개 다리 고정하는 기둥에
볼트 홈이 하나 없어요. 그냥 나무에 구멍만 뚫려있어서 볼트 고정이 안되는데
이거 불량인가요?",고객님 안녕하세요 해당문의 유선상으로 해결해드렸습니다~! 감사합니다,부정
우디홈,가구,제품관련,하중은 몇키로 까지 버티죠?,고객님 안녕하세요 정확하게 몇 kg을 견디는지 말씀드리기는 어려우나10kg이상의 물건도 거뜬하게 버티는 상품입니다 : )다만 원목이다보니 너무 집중적이거나 큰 충격을 가하면 파손의 위험이 있으니참고 부탁드립니다,부정
우디홈,가구,제품관련,"이 제품 꼭 구매하고싶은데 
언제 가능할까요?",고객님 안녕하세요 해당제품은 다음주에입고가 예정 되어 있습니다 : )다음주 목요일 중에는 입고계획이 있으나컨테이너의 일정에따라 다다음주에 화요일에 오픈될수도 있습니다문의 감사합니다,부정
우디홈,가구,제품관련,밑에 받침대만 구입가능할까요,안녕하세요 고객님주문하신 내역이 확인되지 않습니다 네이버 톡톡 또는 고객센터로 재문의 부탁드립니다,부정
우디홈,가구,제품관련,"작은 제품, 큰 제품 무게는 어떻게 되나요?",고객님 안녕하세요 ~! 작은 제품은 2.5kg정도되며큰 제품은 3.4kg 정도입니다 문의 감사합니다 : ),부정
우디홈,가구,제품관련,평이 좋아 주문했습니다 좋은놈으로 보내주세여^^,네 고객님 감사합니다 : )빠르게 배송 진행하겠습니다 !,부정
우디홈,가구,제품관련,"상품 받은게 문제 있는거 같아서 톡톡 문의
드렸습니다 확인 부탁 드립니다
여기는 사진이 안올라 가네요",고객님 안녕하세요 ~! 유선으로 상담 도와드렸는데요 불편을 드려죄송합니다감사합니다 : ),부정
우디홈,가구,제품관련,혹시 재입고 언제 될까요??,고객님 안녕하세요 현재 입고가 조금 지연되어다음주중에 입고가 예정되어있습니다 : )배의 도착시간의 여부때문에 정확한 시간을 말씀드리기가어려운점 양해 부탁드립니다 : ),부정
우디홈,가구,배송,"전신거울 구매해서 배송 왔는데 E나사만 빠져있는 경우는 무슨 경우입니까,,? 조립을 못하고 있네요 오늘 당일출고로 무조건 보내주세요",안녕하세요 고객님이용에 불편을드려 정말 죄송합니다. E나사 부분 금일 로젠택배 34988044000 발송하도록 하겠습니다.,부정
우디홈,가구,제품관련,하이목스 업체의 제품과 똑같은데 같은 없체인가요?,판매처는 다르지만 해당상품은 베트남에서 동일하게 생산되어 수입받는 제품으로동일제품이 맞습니다 : ),부정
우디홈,가구,제품관련,옷걸이 조립을 했는데 설명서에 G부분 나사 하나가 헛돌아요. 이 부분 나무만 다시 보내주세요.,고객님 안녕하세요 유선상으로 말씀드린것처럼해당부분 빠르게 전달드리도록 하곘습니다 ~!,부정
우디홈,가구,제품관련,"7 번 브라운 구매후 밑에 원판이 기둥과 떨어져나갔어요
밑에 원판만 구매할수 있다고 하셨는데요
2개 구매 원합니다 어떻게 신청하나요?",고객님 안녕하세요 현재 고객님의 주문정보가 없어 네이버 톡톡이나오전 9시 ~ 오후 4시 까지 고객센터로 연락을 주시면 안내를 도와드리겠습니다 ~!,부정
우디홈,가구,제품관련,각각 무게가 어찌되나요?,고객님 안녕하세요 소형과 대형을 여쭤보시는거라면소형의경우 대략 1.6~2키로정도 이며대형의 경우 2.4~2.8 키로 정도 입니다 : ),부정
우디홈,가구,기타,"물건착각하고 반품눌렀는데
철회가안되요ㅜㅜㅋ
010. 4199 5882. 박현미
반품아니예요",해당문의 유선상 안내 도와드렷습니다,부정
우디홈,가구,의견,조립을 다 했는데 고정이 안되고 휘청휘청하네요 원래 이렇게 쓰는건지 옷걸때마다 휘청거리면 안되는거 아닌가 싶은데요..,고객님 안녕하세요 우디홈입니다 : )고객님께서 휘청한다는 것을 직접 확인하고 싶어 유선으로 연락을 시도해드렸으나받지를 않으셔서 답변 남겨드립니다 저희 제품이 DIY제품이다보니 완벽하게 바닥판과 결합은 어려우나엣지형의경우 타사에는 없는 결합으로인하여 손으로 직접 흔드시거나미세한 흔들림의 정도가 아니라면 사용하시는데 불편함이 없도록제작되어 많은분들이 만족 해주시고 계십니다 ~! 다만 혹시라도 맨 아랫기둥의 볼트가 너무 깊게 박혀있거나또는 강마루에서 사용시 받침에 있는 고무패킹이 호환이 안되어 약간의 미끌림또는 바닥의 수평이 맞지않는 부분을 의심해 볼수 있어고객님과 체크 후 언제든지 문제가 된다면 A/S 해드리고 있습니다영업시간 내 고객센터 070 8833 7090 또는 연락드린 핸드폰번호로연락을 부탁드립니다  언제나 노력하는 우디홈이 되겠습니다,부정
우디홈,가구,제품관련,바스툴 위에 스툴을 엎어서 보관가능한가요?,고객님 안녕하세요 ~!네 고객님 확인 해 본 결과바스툴 위에 스툴을 쌓으시는건 가능합니다 : ),부정
우디홈,가구,배송,제품 뒷면까지 꼼꼼한 검수후 배송 부탁드립니다 (부서지거나 금이 간곳 없는지),안녕하세요금일 검수후 출고하도록 하겠습니다,부정
우디홈,가구,제품관련,화분벤치 원목 자재등급이 어떻게 되나요?,고객님 안녕하세요 ~!E0 등급의 천연 원목의 제품입니다도장자체도 우레탄칠이아닌 NC도장입니다~!,부정
우디홈,가구,배송,교환해주신거 받았는데 이번엔 피스가 안왔습니다..,고객님 안녕하세요 불편을 드려죄송합니다지금 확인해보니 검수과정에서 제품을 오픈해볼때 피스확인을 위해 빼둔것을 동봉하지 못했습니다 빠르게 다시 보내드리겠습니다 정말 죄송합니다,부정
우디홈,가구,제품관련,옷걸이가넘어지면서아랫쪽에동그라미판이파손되었어요옷거는나무도하나파손되었는데부분적으로구매가능할까요?,해당문의 유선상 안내 도와드렷습니다,부정
우디홈,가구,제품관련,밑부분에도 도장처리 전체되어있나요,고객님 안녕하세요 밑부분까지 도장이 되어있는 제품입니다뒷면 부분의 모서리 구석 부분이나 각이 져있는 구간은도장칠하기가 어려워 완벽한 마감이 어려울수 있습니다하지만 이는 구석지거나 확실히 어려운 구간이라 매우 적은부분이며화면이나 리뷰에서 보신것처럼 타 제품처럼큰사용하시는데 불편하실만한 부분은 전혀없고거의 모든면이 잘 마감되어 있다고 생각 해주셔도 됩니다 : ),부정
우디홈,가구,제품관련,"분해했다 다시 조립하려가 보니, 나사와 볼트를 잃어버렸어요~~
나사와 볼트 별도 구매가능한가요?",네 고객님 현재 조회가 되지않아고객센터로 연락주시면 해결 해드리겠습니다  : ),부정
우디홈,가구,제품관련,옷걸이 사용하던중 원형판과 기둥볼트가 맞지 않고 헛돌며 흔들거리는데.A/S가능한가요?,안녕하세요 고객님주문하신 내역확인이 어렵습니다.죄송하지만 저희 고객센터 또는 네이버 톡톡으로 문의주시면 상담 도와드리겠습니다,부정
우디홈,가구,배송,"색상 내추럴주문했는데 브라운으로 왔네요
중간에 큰찍힘도 있습니다
네이버로 반품요청하면 되나요
다시 재대로 보내주세요",고객님 안녕하세요 아무래도 배송시 문제가 있었던걸로 보입니다유선상으로 말씀드린것처럼 빠르게 해결해드리겠습니다 감사합니다 :),부정
우디홈,가구,제품관련,"꼼꼼한 검수 부탁드립니다.
거울에 간혹 점이 있다는 글들이 있어서요.
깨지지 않게 ...그리고 거울면 검수 부탁드려요",안녕하세요 고객님주문해주신상품 금일 검수후 출고하도록 하겠습니다,부정
우디홈,가구,배송,"스크래치 패드가 안왔어요,,
미끄럽고 양옆 높이 안맞아서 좀 덜컹거려요,,",고객님 안녕하세요 유선상으로 상담해드렸는데요기계로 제품을 제작하다보니 양옆의 높이가 같을 확률이 높으나보통 집에서 식탁이나 대형 장을 놓으실때 높이가 안맞아서 종이를 끼워 넣듯이바닥면이 완전히 수평이 될수 없다보니 간혹 제품의 수평이 안맞다고 생각하실수 있는데요한번 확인해주시고 언제든지 말씀해주세요 감사합니다 : ),부정
우디홈,가구,제품관련,"혹시 승용차 뒷 트렁크에 들어가나요?
벽걸이용 상품 사려고 합니다",안녕하세요 고객님드렁크에 안들어가실 가능성이 매우 높습니다.,부정
우디홈,가구,제품관련,구멍 하나인 원형 받침만 구매할수 있나요?,고객님 안녕하세요 가능하십니다다만 현재 고객님의 주문내역이 없어타사의 제품일 가능성도 있으시므로 상품문의가 아닌톡톡메세지 또는  070 8833 7090 으로 연락주시면정확하게 해결해 드릴수 있습니다,부정
우디홈,가구,제품관련,안녕하세요? 회전형 전신거울 구매해서 잘쓰고있는데요...이번에 나무 나사가 깨져서 고정이 안돼서 그런데 나무 나사만 따로 구입할수 있을까요?,고객님 안녕하세요 해당 부분은 배송비만 부담해주신다면 언제든지 보내드릴수 있습니다현재 구매하신지 오래되어 주문내역 확인이 어려워 구매내역을 확인하시고고객센터 070 8833 7090로 연락주시면 절차 안내를 도와드리겠습니다 : ),부정
우디홈,가구,제품관련,바로 좀전에 크로스형 내추럴을 주문했는데 브라운으로 바꾸고 싶습니다,안녕하세요 고객님브라운으로 변경하여 출고하도록 하겠습니다,부정
우디홈,가구,제품관련,언제쯤  구매가 다시 가능해지나요?,안녕하세요 고객님현재 재입고 계획은 2월말일 입니다.,부정
우디홈,가구,제품관련,"키 180 입니다.
3.5cm up은 키가 클수록 편안한건가요 아니면 반대인가요?",안녕하세요 고객님상세페이지 사이즈 확인해주신후 평소 앉는 의자 소파 등 앉으신후 책같은걸로 높이를 맞춰 테스트후 주문해주시는게 가장 좋으실것 같습니다.사람마다 상체가 기신분 하체가 기신분 또는 의자 및 소파 높낮이에 따라 많이 다름으로 테스트후 주문해주시는게 가장 좋으실것 같습니다,부정
우디홈,가구,기타,제품 불량 때문에요 톡톡으로 사진 첨부했어요 확인 후 답변 주세요,해당문의 톡톡으로 안내 도와드렷습니다,부정
우디홈,가구,제품관련,"잘쓰다가 둥근바닥 나사 죄는부분이 부서졌습니다
둥근바닥만 구매 가능한지요?
 010 5261 8276으로 전화 부탁드립니다",해당문의 유선상 안내 도와드렷습니다,부정
우디홈,가구,배송,13일에 주문했는데 언제오나요,고객님 안녕하세요 우디홈입니다 금요일 오후 두시 이후의 주문건으로  16일 오전에 주문확인하여 당일 오후 두시에 택배사로 발송 해드렸습니다 ㅜㅜ다만 월요일 부터 설 연휴로 인하여 물류센터에서 물량이 너무많아 16일에 발송한 물량이 택배사에서 배송이 좀 지연되고 있는 상황입니다. 저희도 당황스러운 상황으로 택배사에 강하게 의사를 전달하였고 택배사에서는 20일 까지 모든물량을 최대한 배송한다고 답변했습니다 명절특수로 인해 배송의 불편을 드려 죄송합니다 조금만 기다려 주시기를 부탁드립니다,부정
우디홈,가구,제품관련,상품 사이즈 조절 가능한가요?,안녕하세요 고객님 사이즈 조절은 불가능 합니다.,부정
우디홈,가구,제품관련,150키면 높이 업해야되나요?,안녕하세요 고객님상세페이지 에서 사이즈 확인하신후 책같은걸로 비슷한 높이를 맞춰 평소 앉는 의자나 소파 등 테스트해보고 주문해주시는게 가장 좋습니다.,부정
우디홈,가구,제품관련,다리는 조립을 본인이 하면 되는 거지요?  따로 기사님이 와서 조립해주시는 거 어니고오.  혼자 조립 가능한 건지 문의드립니다.,고객님 안녕하세요 해당제품은 조립제품이 아니라완제품의 제품입니다 : ),부정
우디홈,가구,제품관련,중간기둥 나사산 불량입니다 볼트가 안걸리고 들어갔다 나왔다합니다,해당문의 톡톡으로 안내 도와드렸습니다,부정
우디홈,가구,배송,"피스가 안왔어요;;
보내주셔야할것같습니다.",안녕하세요 고객님이용에 불편을드려 죄송합니다금일 로젠택배 34609106431 나사세트 추가발송 하도록 하겠습니다,부정
우디홈,가구,제품관련,제조국이 어디인가요?,안녕하세요 고객님제조국은 베트남 입니다.,부정
우디홈,가구,제품관련,8번 상품 구매가 안되는데 왜그런건지 알수 있을까요?,안녕하세요 고객님현재 정상적으로 주문이 가능한것으로 확인 됩니다.구매가 안되신다면 네이버 고객센터에 문의 부탁드립니다,부정
우디홈,가구,배송,스크래치 패드가 없네요?,안녕하세요 고객님이용에 불편을드려 죄송합니다금일 로젠택배 34578557764 패드 출고하도록 하겠습니다,부정
우디홈,가구,배송,"스크래치 패드가 안왔습니다. 누락된거 같아요
미끄러워요ㅠ",안녕하세요 고객님금일 로젠택배  34576941700 추가발송 하도록 하겠습니다,부정
우디홈,가구,제품관련,"원형받침 네추럴 구매사용자인데요
애들이장난치다그랬는지..원형판이 부러졌는데
원형바닥받침하는것만 구매가능한가요?
이거때문에 버리긴 아깝네요ㅜㅜ.",안녕하세요 고객님주문내역이 확인되지 않습니다. 톡톡으로 주문하셧을 당시 수취인분 성함 남겨주시면 구매 안내 도와드리도록 하겠습니다,부정
우디홈,가구,제품관련,메이플 벤치의자의 경우엔 최대하중이 어느정도 되나요?,고객님 안녕하세요: )최대하중을 정확하게 안내해드리기는 어려우나 일반 성인남자 2인의 기준으로 제작된 상품입니다,부정
우디홈,가구,배송,대량구매하려는데 배송비는 왜 각각 부과되는건지 궁금합니다...,고객님 안녕하세요 : )해당제품은 택배사에서 묶음배송을 거부한 상품으로각각의 상품에 배송송장이 입력되어 출고할수 밖에 없는 상품입니다대량구매시 직접 고객센터로 문의해주시면 확인후 구매하실수 있도록 도와드리겠습니다 : ),부정
우디홈,가구,제품관련,스크래치 패드가 안왔습니다ㅠㅠ 받을 수 있을까요?,안녕하세요 고객님이용에 불편을드려 죄송합니다금일 로젠택배 34505246786 패드 추가발송 하도록 하겠습니다,부정
우디홈,가구,제품관련,8번 사각다리는 가장 믿에 받침 다 분리되는거 맞죠?,"안녕하세요 고객님 다리형, 원판형 둘다 언제든 분리햇다 언제든 다시 조립하실수 있습니다.",부정
우디홈,가구,배송,"배송되는 포장상태 사이즈 알수있을까요? 
가로세로높이 요",안녕하세요 고객님제품마다 다소 차이가 있지만 가로 64 세로 42 높이9 입니다.단위는 cm 입니다,부정
우디홈,가구,제품관련,회전형 + 엣지형 이 혼합된 형태는 없나요?,안녕하세요 고객님 현재로서는 혼합된 제품은 없습니다.,부정
우디홈,가구,제품관련,10번 회전형 원형 받침이랑 12번 정사가형 받침 옵션 바닥판 하중(무게)kg 알려주세요,고객님 안녕하세요 두 제품 모두 정확하게 현재 하중을 알수 없으나약 1kg정도로 예상됩니다 받침의경우 지름이 매우 중요한 부분이며회전형 원형받침 그리고 정사각 받침 모두 특별한 기둥의 결합으로아랫부분이 견고하여 기본적인 받침형 보다 더 튼튼하며후기에서 많은 옷을 거실수 있는걸 확인해 보실 수 있습니다 : ),부정
우디홈,가구,배송,12월 6일에 구매했는데 아직도 배송 준비중인가요?,해당문의 유선상 안내 도와드렷습니다,부정
우디홈,가구,제품관련,"내츄럴은 밭침과 봉 색상차이가 크다고 후기를봤는데
브라운은 밭침이랑 봉이랑 색상이 똑같나요?",안녕하세요 고객님 내추럴색상의 경우 원목그대로의 색상이다보니조금 차이가 있어서 내추럴색은 일치하기가 어려우나브라운 색상의 경우 색상을 넣었기 때문에 동일하다고 봐도 무방합니다 : ),부정
우디홈,가구,제품관련,기둥의두께와 봉의두께는얼마인가요?,고객님 안녕하세요 옆 기둥의 한개당 두께는 3cm맨 윗봉의 지름은 2cm 엣지부분의 지름은 3.6cm입니다 : ),부정
우디홈,가구,제품관련,안녕하세요 행거가 넘어지면서 밑에 원형받침이 무게를 못견디고 부서졌는데요 아래 원형받침망 따로 구매하고싶습니다,고객님 안녕하세요 현재 고객님의 정보가오랜기간이 지나서  조회되지않거나 저희쪽 구매가 아닐수 있어확인을 해야 할 것 같습니다네이버톡톡으로 주문번호와 연락처를 남겨주시면다시 원판부분을 구매하실수 있도록 절차 안내 도와드리겠습니다 : ),부정
우디홈,가구,배송,"안녕하세요
오늘 상품 수령했으나, 미끄럼방지패드가 안왔습니다.
발송 부탁 드리겠습니다 :)",안녕하세요 고객님이용에 불편을드려 죄송합니다금일 로젠택배 34444408946 발송하도록하겠습니다,부정
우디홈,가구,의견,"불량품이 왔습니다
다리높이가 너무안맞아서 너무흔들립니다
아예 맞교환으로 교환을 해주시던가
조치를 취해주세요",이용에 불편을드려 죄송합니다톡톡으로 답변 남겨드렷습니다,부정
우디홈,가구,배송,스크래치패드가 같이안왔네요. 미끄러워서불편한데 보내주실수있나요.,안녕하세요 고객님이용에 불편을드려 죄송합니다금일 로젠택배 34421386705 패드 추가발송 하도록 하겟습니다,부정
우디홈,가구,의견,"신생아 수유 받침으로 샀는데 톡톡 드렸어요
곰팡이 핀 물건으로 보내셨어요.어떻게 빠른 처리 해주실 건가요",고객님 안녕하세요 불편을 드려 죄송합니다해당 문의를 확인하여 현재 톡톡에도 메세지를남겨드렸습니다 아쉽게도 다른 제품들에는 없었지만 해당제품의 경우에 어떤 상황에 의해 발생한것으로 보여집니다 고객님이 원하시는대로 빠르게 처리 해드리겠습니다,부정
우디홈,가구,제품관련,반품하지 않도록 검수잘해서 보내주세요,안녕하세요 고객님검수후 출고하도록 하겠습니다,부정
우디홈,가구,배송,"둥근사각테이블을 주문했는데, 둥근사이드테이블이 왔습니다.
반품신청해놓았습니다. 반품 요청합니다.",안녕하세요 고객님이용에 불편을드려 죄송합니다입고완료후 바로 승인하도록 하겠습니다,부정
우디홈,가구,배송,본가에 놔두고 자취방에 옮겨와서 처음 뜯어봤는데 샂ㄴ과 다르게 옷걸이 부분이 네개만 와있어요,안녕하세요 고객님이용에 불편을드려 죄송합니다금일 로젠택배 34376377184 옷거는 가지봉4개 추가발송하도록하겠습니다,부정
우디홈,가구,제품관련,대형제품 구입해서 잘사용하고있어요 소형으로 하나더구매하려고하는데 기존에 다른제품은 다리가 자꾸접어져버리드라구요 이제품은 대형같은 고임목같은게 없는데 다리접힘이 별로없는건가요?,안녕하세요 고객님 아직 상세페이지 안내가 안되어 잇지만 소형에도 다리가 접히지 않게금 장치가 되어 있습니다,부정
우디홈,가구,제품관련,"볼트,와샤 크기가 조립할대상에  안맞습니다 정상인가요?",고객님 안녕하세요 ~! 조립시 위치가 달라상담 완료 해드렸습니다 감사합니다 : ),부정
우디홈,가구,제품관련,"튀어나온 엣지봉 부분은 탈부착이 가능한가요?
아니면 조립시에 꼭 부착해야 조립이 되는 부분인가요?",고객님 안녕하세요 ~!선반행거의 조립시 맨 윗봉의 결합시엣지 가지부분은 무조건 있어야 하는 부분입니다 : ),부정
우디홈,가구,제품관련,"중형 가로사이즈가 29.5cm로 되어 있는데
바닥면의 길이인가요 아니면 양옆에 튀어나온 동그란 고리까지의 길이인가요?~~",고객님 안녕하세요 ~!제품의 중형 가로사이즈는 총 길이 프레임까지의 길이를 포함한것이며상세페이지 아래로 조금만 내리시면 거울만의 사이즈 등등 여러가지 사이즈가상세하게 안내가 되어있습니다 만약 궁금하시다면 직접 고객센터로 연락주시면저희가 상세페이지 안의 내용을 기반으로 상세하게 안내 도와드드리겟습니다 : ),부정
우디홈,가구,의견,"조립중에 걸이하나가 힘없이 부러지네요 속을보니 나무가 썩었네요 걸이 하나 보내주시거나 교환바랍니다
톡톡에 사진첨부했어요",해당문의 톡톡으로 안내 도와드렷습니다,부정
우디홈,가구,제품관련,안녕하세여 이제품 자재등급이 EO인가여?,고객님 안녕하세요 네~! 천연 고무나무에 친환경 nc도장을 한 친환경 제품입니다 : ),부정
글로우라잇,악세서리,제품관련,줄로 해서 메달아 놓고 싶은데 메달 수 있는 고리가 따로 있나요?,안녕하세요. 글로우라잇입니다 ^^문의주신 상품은 못구멍은 따로 있으나 줄로 매달수있는 고리는 따로 없습니다. ㅠㅠ; 이점 양해 부탁드리겠습니다!감사합니다 :D,긍정
글로우라잇,악세서리,제품관련,"7센티가 한글자 사이즈 인가요?
10글자 인대 총 70센티가 되는건가요?",안녕하세요. 글로우라잇입니다 ^^7cm는 한글자당 세로 사이즈로 상품 제작시 가로 사이즈는 약 7cm정도가 될꺼구요~가로 길이는 폰트모양에 따라 달라질 수 있습니다 ^^이점 참고하시어 상품 구매 부탁드리겠습니다.감사합니다 :D,긍정
글로우라잇,악세서리,제품관련,깜빡하고 리뷰 늦게 올렸는데 사은품 보내주시나요? 오픈준비하느라 정신없어서 늦었어요 꼭보내주세요^^감사합니다~~,안녕하세요. 글로우라잇입니다 ^^리뷰 이벤트 상품 보내드리도록 하겠습니다~!다만 구매 확정 이후 배송지 정보가 확인이 되지 않고있는데요 ㅠㅠ; 번거로우시겠지만 네이버 톡톡으로 리뷰이벤트 상품 받아보시는 주소 확인 해주시면 보내드리도록 하겠습니다 ^^감사합니다 :D,긍정
글로우라잇,악세서리,제품관련,기본형 (꿈이 이루어지는 공간) 글씨 주문하려는데 글씨수 만큼 주문갯수 어떻게 신청하나요,안녕하세요. 글로우라잇입니다 ^^폰트와 글자별 사이즈를 선택 해주시면 아래쪽에 갯수 지정하는란이 새로 생성이 될꺼에요~!거기에서 갯수를 9개로 지정을 해주시면 되시구요~!혹시라도 주문시 주문이 잘 되지 않으신다면 네이버 톡톡으로 문의 주실경우 보다 자세하게 안내 드릴 수 있도록 하겠습니다 ^^감사합니다 :D,긍정
글로우라잇,악세서리,제품관련,"이동하며 사용하고 싶은데 
USB나 건전지 전원으로도 제작 가능할까요??",안녕하세요. 글로우라잇입니다 ^^죄송하게도 스토어 스퀘어간판은 usb나 건전지 형태로는 제작이 어렵습니다. ㅠㅠ; 가정용 무드등의 경우 usb 타입의 제품으로 제작이 가능하오니 이점 참고 하시어 상품 구매 부탁드리겠습니다 ^^감사합니다 :D,긍정
글로우라잇,악세서리,제품관련,여기 스토어에서 리뷰이벤트 있는 상품 여러개 구입해도 리뷰 감성아크릴레터링은 1개만 보내주는가요?,"안녕하세요 글로우라잇입니다 :D리뷰 이벤트가 있는 제품 2개를 구매 하셨다면, 감성 아크릴 레터링 제품도 2개 증정 받아보실 수 있으십니다! ^^*감사합니다!",긍정
글로우라잇,악세서리,제품관련,추가구성상품은 추가 할 수 있는 상품 맞죠?? 연장선 선택이 없어서요. 확인 좀 부탁드립니다.,안녕하세요. 글로우라잇입니다 ^^너무 죄송하게도 USB 연장선은 현재 품절로 판매가 중단된 상태입니다. ㅠㅠ추후 입고 여부가 따로 없어 아마 저희 글로우라잇에서는 구매가 어려울꺼같아요 ㅠㅠ이점 양해 부탁드리겠습니다!감사합니다 ^^,긍정
글로우라잇,악세서리,제품관련,"앗 방금주문했는데 색상적는칸에
톡톡으로 문의라고 못남겼어요ㅜ
왼쪽으로 코드부탁드립니다ㅜㅜ",안녕하세요 글로우라잇입니다 :Dhttps://talk.naver.com/ct/w4gkfn?frm=psf전달 드린 네이버 톡톡링크에 문의 주신다면 빠른 처리 도와드리도록 하겠습니다!감사합니다! ^^*,긍정
글로우라잇,악세서리,제품관련,"안녕하세요
설치예정인곳 콘센트가 왼쪽에있어서 그러는데
혹시 제품코드가 왼쪽으로 나오게 제작가능할까요?",안녕하세요. 글로우라잇입니다 ^^콘센트 위치는 왼쪽으로도 가능합니다~! 상품 구매 해주신 후  LED 색상 적는곳에  '톡톡으로 문의' 라고 남겨 주신 후 해당내용 전달 해주시면 전선위치 변경 가능하오니 이점 참고 하시어 상품 구매 부탁드리겠습니다 ^^감사합니다.,긍정
글로우라잇,악세서리,제품관련,"조명색 그린 핑크이렇게도 가능한가요?
추가금액이 있닌요?
3글자인데 마지막 한글자는 핑크로 하고싶어서요","안녕하세요. 글로우라잇입니다 ^^두가지 색상으로 제작 가능하며, 추가 금액은 발생되지 않습니다~!상품 구매시 LED 색상에 요청하시는 색상 적어주시면 시안 작업 후 전달드리니 이점 참고 하시어 상품 구매 부탁드리겠습니다 ^^감사합니다:D",긍정
글로우라잇,악세서리,제품관련,아파트 현관문에 달고 싶은데 전기 선 없는 제품은 없는 거죠?,안녕하세요. 글로우라잇입니다 ^^저희 글로우라잇 조명제품은 모두 전기선이 있는 제품입니다 ^^;이점 참고 하시어 상품 구매 부탁드리겠습니다~!감사합니다.,긍정
글로우라잇,악세서리,제품관련,안녕하세요~ 로고도 제작이 가능한가요?,"안녕하세요 글로우라잇입니다 :D스토어 레터링 제품으로 로고 제작 가능합니다!다만, 원하시는 로고 또는 디자인 파일이 있으시다면 일러스트 AI파일로 전달 주셔야 제작 가능합니다!glow_light@naver.com 메일 주소로 일러스트(.ai 또는 .eps) 파일 전달 주실 경우 제작 가능여부 확인하여 답변 드리고 있습니다.비용은 사이즈 및 전달주신 디자인 복잡도에 따라 다르며 파일과 제작 원하시는 사이즈 전달 주시면 견적 내어 전달 드리고 있습니다.일러스트(.ai 또는 .eps) 파일 전달주신 후네이버 톡톡으로 메일 전달주신분 아이디 또는 제목 전달주시면 확인 후 답변드리도록 하겠습니다.감사합니다! *^^*",긍정
글로우라잇,악세서리,제품관련,"Merry
Christmas 
제작 되나요?",안녕하세요 글로우라잇입니다 :D먼저 문의량이 많아 답변이 늦어진 점 죄송합니다!스토어 레터링 제품으로 전달 주신 문구 제작 가능합니다! ^^*,긍정
글로우라잇,악세서리,제품관련,"유리에 부착할려하는데요?
가능한가요?",안녕하세요 글로우라잇입니다 :D먼저 문의량이 많아 답변이 늦어진 점 죄송합니다!ㅠㅠ문의 주신 스토어 레터링 제품 유리에 부착하여 사용 가능하십니다! ^^*,긍정
글로우라잇,악세서리,제품관련,제가 생각한 디자인이 잇는데 혹시 이걸 보여드리면서 여쭤보려면 어디에 문의해야할가요?,안녕하세요 고객님 :D제작 원하시는 디자인이 따로 있으실 경우 해당 디자인 일러스트 파일을 가지고 계실 경우에만 제작 가능하십니다.해당 디자인 일러스트 파일을 가지고 계실까요?일러스트 파일을 glow_light@naver.com 주소로 전달 주신 후 톡톡으로 메일 주소 또는 메일 제목 말씀주시면 제작 가능여부 확인하여 톡톡으로 답변 도와드리도록 하겠습니다 ^^감사합니다.,긍정
글로우라잇,악세서리,제품관련,크기를 1000*2000 정도로 가로로 긴 걸로도 만들수 있나요?,안녕하세요. 글로우라잇입니다 ^^죄송하게도 사이트에서 판매되고 있는 사이즈로만 제작이 가능합니다. ㅠㅠ; 이점 양해 부탁드리겠습니다. 감사합니다.,긍정
