상호,제품군,대분류,질의 내용,답변,답변퀄리티
달바,화장품,제품관련,아쿠아세럼 언제 재입고 되나요???ㅠㅠ,"안녕하세요프리미엄 비건 달바입니다.고객님, 먼저 달바 제품에 관심 가져주셔서 감사합니다.문의하신 더블 크림 '맞춤 단지형' 아쿠아 세럼 리필품은 이번달 내 재입고될 예정으로 확인됩니다.빠른 입고를 위해 최선을 다하겠습니다!조금만 기다려 주세요:)추가 문의 사항 있으시면 언제든지 문의 글 또는달바 고객센터 02-332-7727로 연락 주세요~!고객만족팀 곰곰이었습니다.행복한 하루 보내세요♡감사합니다.",긍정
달바,화장품,제품관련,"반반크림에서 세럼만 별도로 있는 제품이 있나요
반반크림외 별도로 각각 판매가 되면 좋겠습니다 리필분말고요","안녕하세요프리미엄 비건 달바입니다.고객님, 먼저 달바 제품에 관심 가져주셔서 감사합니다.문의하신 더블 크림 '맞춤 단지형'은 현재 본품과 아쿠아 세럼 리필 품을 판매 중입니다.아쿠아 세럼 리필의 경우 반반 크림 사용 시 아쿠아 세럼이 먼저 소진되어아쿠아 세럼의 비율을 늘려달라는 고객님들의 많은 요청에 의해 제작되었는데요~!아쿠아 세럼과 인텐스 크림이 각각 본품으로 출시되면 좋을 것 같다는 고객님의 소중한 의견은 유관 부서로 내용 전달하여 추후 제품 개발 시 참고하도록 하겠습니다!추가 문의 사항 있으시면 언제든지 문의 글 또는달바 고객센터 02-332-7727로 연락 주세요~!고객만족팀 곰곰이었습니다.행복한 하루 보내세요♡감사합니다.",긍정
달바,화장품,제품관련,화장후에 발라도되나요?,"안녕하세요프리미엄 비건 달바입니다.고객님, 먼저 달바 제품에 관심 가져주셔서 감사합니다.문의하신 멀티밤은 피부에 빠르게 흡수되며 부드럽게 멜팅 되는 밤 제형으로 끈적임을 최소화한 제품이오나피부 화장 후 사용 시 메이크업 정도에 따라 밀림이나 뭉침이 있을 수 있어가급적 기초 케어 마지막 단계에 사용해 주시기를 권장 드립니다.해당 제품은 화이트닝 세럼과 탄력 세럼 밤의 이중 코어 포뮬러로미백과 주름개선 관리가 동시에 되는 올인원 제품인 점 참고하시어 구매 부탁드립니다:)추가 문의 사항 있으시면 언제든지 문의 글 또는달바 고객센터 02-332-7727로 연락 주세요~!고객만족팀 곰곰이었습니다.행복한 하루 보내세요♡감사합니다.",긍정
달바,화장품,제품관련,스틱 잘라서 사용해도 되나요?,"안녕하세요프리미엄 비건 달바입니다.고객님, 먼저 달바 제품에 관심 가져주셔서 감사합니다.문의하신 디퓨저의 스틱은 잘라서 사용 가능합니다.해당 제품은 달바의 시그니처 향 아로마틱 시트러스 플로럴 향이 처방되어 있는데요~!달바의 시그니처 향은 이탈리아 조향사 Giovanni Festa와의 콜라보로 탄생한달바의 시그니처 향인 아로마틱 시트러스 플로럴 향으로,상쾌한 시트러스 향과 우아한 플로럴 향기가 어우러져 편안한 기분을 느끼게 해주며바쁜 일상을 살아가는 현대인들에게 휴식과 힐링을 선사해 주는 점 참고하시어 구매 부탁드립니다.추가 문의 사항 있으시면 언제든지 문의 글 또는달바 고객센터 02-332-7727로 연락 주세요~!고객만족팀 곰곰이었습니다.행복한 하루 보내세요♡감사합니다.",긍정
달바,화장품,제품관련,"이건 유기자차에요 혼합자차에요? 
제가 유기자차는 눈시림이 있어서 구매전에 뭔지 알고 싶네요~","안녕하세요프리미엄 비건 달바입니다.고객님, 먼저 달바 제품에 관심 가져주셔서 감사합니다.문의하신 에센스 선크림은 유기자차 제품입니다.해당 제품은 인체적용시험 결과 자외선 차단 지수 SPF50+ PA++++의국내 최고 자외선 차단 수치가 확인된 선 케어 제품이며, 젤 텍스처 속 수분을 품은 아쿠아 입자가 피부에 닿는 순간!수분을 터트리며 가볍게 펴 발리며, 촉촉한 물광 표현이 가능한 제품입니다.눈이 예민하신 편이라면 눈 시림을 느끼실 수 있습니다ㅠㅠ고객님! 눈 시림 없는 선크림을 찾으신다면, 안 자극 대체 테스트가 완료된 100% 무기자차 비건 인증 워터풀 마일드 선크림 추천드립니다.워터풀 마일드 선크림은 워터리 한 제형으로 끈적임 없이 가볍고 산뜻하게 사용하기 좋은 점 참고하시어 구매 부탁드립니다.추가 문의 사항 있으시면 언제든지 문의 글 또는달바 고객센터 02-332-7727로 연락 주세요~!고객만족팀 곰곰이었습니다.행복한 하루 보내세요♡감사합니다.",긍정
달바,화장품,제품관련,리필 만들어주세요!!!!!,"안녕하세요.프리미엄 비건 달바입니다. :)고객님, 먼저 달바 제품을 믿고 구매해 주셔서 감사합니다.문의하신 글로우 쿠션은 현재 본품으로만 판매 중입니다.리필품이 출시되면 좋을 거 같다는 고객님의 소중한 의견은 유관 부서로 내용 전달하여 추후 제품 개발 시 참고하도록 하겠습니다!추가 문의 사항 있으시면 언제든지 문의 글 또는달바 고객센터 02-332-7727로 연락 주세요~!고객만족팀 곰곰이었습니다.행복한 하루 보내세요♡감사합니다.",긍정
달바,화장품,제품관련,"홈쇼핑 제품과 동일한건가여 ?

TV최초]최신상 화이트트러플 로얄 세럼6통[5+레드1]+퍼밍크림
https://display.cjonstyle.com/m/item/2023329612?channelCode=30002002&infl_cd=I4218

이 제품구매했는데 공식몰과 동일한 제품인지 궁금합니다","안녕하세요프리미엄 비건 달바입니다.고객님, 먼저 달바 제품에 관심 가져주셔서 감사합니다.홈쇼핑을 통해 확인하신 [TV최초]최신상 화이트트러플 로얄 세럼6통[5+레드1]+퍼밍크림 옵션의로얄 세럼은 문의하신 제품과 동일합니다.해당 제품은 달바의 프리미엄 시그니처 오일이 3종 추가되어 총 14종 함유되어 있으며펩타이드 캡슐, 비건 글루타티온이 함유되어 고보습, 고탄력, 항산화 케어에 효과적이며더 깊고 더 빠른 흡수력을 느낄 수 있는 민감성 피부도 사용 가능한 안티에이징 콜라겐 세럼인 점 참고하시어 구매 부탁드립니다.추가 문의 사항 있으시면 언제든지 문의 글 또는달바 고객센터 02-332-7727로 연락 주세요~!고객만족팀 곰곰이었습니다.행복한 하루 보내세요♡감사합니다.",긍정
달바,화장품,제품관련,혹시 인천공항 면세점에 달바 입점되어있나요~?,"안녕하세요프리미엄 비건 달바입니다.고객님, 먼저 달바 제품에 관심 가져주셔서 감사합니다.문의하신 달바의 면세점은 인천공항 면세점에 입점 되어 있지 않으며에어 서울 기내 면세점에 입점 되어 있음을 안내드립니다.추가 문의 사항 있으시면 언제든지 문의 글 또는달바 고객센터 02-332-7727로 연락 주세요~!고객만족팀 곰곰이었습니다.행복한 하루 보내세요♡감사합니다.",긍정
달바,화장품,제품관련,남자도 써도되나요?,"안녕하세요프리미엄 비건 달바입니다.고객님, 먼저 달바 제품에 관심 가져주셔서 감사합니다.문의하신 제품은 성별과 무관하게 사용 가능합니다.톤업 선크림은 수분 에센스 제형으로 바르는 순간 팡팡 터지는 워터 에센스가 피부에 촉촉함을 선사해 주며,피부에 가볍게 밀착되어 피부 본연의 빛처럼 자연스럽게 핑크빛 광채 톤업이 가능한 제품인 점 참고하시어 구매 부탁드립니다.추가 문의 사항 있으시면 언제든지 문의 글 또는달바 고객센터 02-332-7727로 연락 주세요~!고객만족팀 곰곰이었습니다.행복한 하루 보내세요♡감사합니다.",긍정
달바,화장품,제품관련,브러쉬는 입고 안되나요?,"안녕하세요프리미엄 비건 달바입니다.고객님, 먼저 달바 제품에 관심 가져주셔서 감사합니다.문의하신 팩 브러쉬는 현재 구매가능한 것으로 확인됩니다.추가 문의 사항 있으시면 언제든지 문의 글 또는달바 고객센터 02-332-7727로 연락 주세요~!고객만족팀 곰곰이었습니다.행복한 하루 보내세요♡감사합니다.",긍정
달바,화장품,제품관련,반품버튼 잘못 눌렀어요. 아니예요. 반품취소 해주세요,"안녕하세요.프리미엄 비건 달바입니다. :)고객님, 먼저 달바 제품을 믿고 구매해 주셔서 감사합니다.구매해 주신 아로마틱 스프레이 세럼 8% 반품 취소 요청 주셔서 반품 철회 도와드렸습니다.추가 문의 사항 있으시면 언제든지 문의 글 또는달바 고객센터 02-332-7727로 연락 주세요~!고객만족팀 곰곰이었습니다.행복한 하루 보내세요♡감사합니다.",긍정
달바,화장품,제품관련,재 입고 얹되나여 ??,"안녕하세요프리미엄 비건 달바입니다.고객님, 먼저 달바 제품에 관심 가져주셔서 감사합니다.문의하신 비건 슬리핑팩은 12월 중순 재입고 예정으로 확인됩니다.빠른 입고를 위해 최선을 다하겠습니다!조금만 기다려 주세요:)추가 문의사항 있으시면 언제든지 문의 글또는 달바 고객센터 02-332-7727로 연락 주세요~!고객만족팀 곰곰이었습니다.행복한 하루 보내세요♡감사합니다",긍정
달바,화장품,제품관련,동물실험 하지않고 산호 및 해양생물에 영향가는 성분이 안들어가있는게 맞나요??,"안녕하세요프리미엄 비건 달바입니다.고객님, 먼저 달바 제품에 관심 가져 주셔서 감사합니다.고객님, 국내에서는 동물실험이 법으로 금지되어 있으며 국내에서 판매되는 달바의 선크림 3종은 제조사와 달바 브랜드사 자체적으로 동물실험을 진행하지 않는 점 안내 드립니다.또한, 산호초 및 해양 생태계에 영향을 끼칠 수 있는옥시벤존, 옥티노세이트 성분을 배제한 달바의 리프-세이프 선케어 제품인점 참고하시어 구매 부탁드립니다.추가 문의사항 있으시면 언제든지 문의 글또는 달바 고객센터 02-332-7727로 연락 주세요~!고객만족팀 곰곰이었습니다.행복한 하루 보내세요♡감사합니다.",긍정
달바,화장품,제품관련,선물포장이나 쇼핑백 동봉이 가능할까요?,"안녕하세요프리미엄 비건 달바입니다.고객님, 먼저 달바 제품에 관심 가져주셔서 감사합니다.문의하신 쇼핑백은 제품 주문 시 추가 상품옵션에서 필요 수량만큼 선택하시어 주문해 주시면 됩니다.대량의 주문 건이 일괄적으로 출고되는 온라인 주문의 특성상 개별 선물 포장은 어렵습니다.도움을 드리지 못하여 죄송합니다ㅠㅠ추가 문의사항 있으시면 언제든지 문의 글또는 달바 고객센터 02-332-7727로 연락 주세요~!고객만족팀 곰곰이었습니다.행복한 하루 보내세요♡감사합니다.",긍정
달바,화장품,제품관련,요즘 너무 건조해서 들고 다니면서 틈틈히 덧바르고 싶은데 선크림 위에 덧발라도 괜찮을까요?,"안녕하세요프리미엄 비건 달바입니다.고객님, 먼저 달바 제품에 관심 가져주셔서 감사합니다.문의하신 더블 크림 튜브형은 제형을 분리한 특수 듀얼 용기를 사용하여세럼과 크림의 각 성분이 시너지 효과를 내는 데일리 수분&탄력 케어템입니다.세럼이 촉촉한 수분감을 전달하고, 크림이 끈적임 없이 풍부한 영양을 공급해 주어온종일 균형 잡힌 수분 영양 관리가 가능한점 참고하시어 구매 부탁드립니다.수시로 덧바르기 좋은 제품으로 선크림 위에 덮어 바를 수 있으나 밀림이 있을 수 있으니 덧바르기 전 간단하게 피부 결 정돈해 주세요!추가 문의사항 있으시면 언제든지 문의 글또는 달바 고객센터 02-332-7727로 연락 주세요~!고객만족팀 곰곰이었습니다.행복한 하루 보내세요♡감사합니다.",긍정
달바,화장품,제품관련,임산부사용가능한가요?,"안녕하세요프리미엄 비건 달바입니다.고객님, 먼저 달바 제품에 관심 가져주셔서 감사합니다.문의하신 마일드 선크림은 인증받은 인체적용시험 전문 기관에서 피부 저자극 테스트 완료 +이탈리아 V-라벨 인증이 완료되어 피부에 편안한 성분만을 담아 더욱 순하게 사용 가능합니다.다만, 임산부의 경우 임신전과 달리 호르몬의 변화가 생기게 되오니팔 안쪽 소량 테스트 후 또는 전문의와 상담 후 사용하시는 것을 권장 드립니다:)추가 문의사항 있으시면 언제든지 문의 글또는 달바 고객센터 02-332-7727로 연락 주세요~!고객만족팀 곰곰이었습니다.행복한 하루 보내세요♡감사합니다.",긍정
달바,화장품,제품관련,오전에 마일드 선크림 바르고 외출시 오후에 수분크림이나 영양크림 위에 덮어 발라도 되나요? 겨울이라 너무 건조해요,"안녕하세요프리미엄 비건 달바입니다.고객님, 먼저 달바 제품에 관심 가져주셔서 감사합니다.문의하신 마일드 선크림은 무기자차 특유의 뻑뻑한 발림성과 백탁 현상을 보완하여수분 크림처럼 부드럽게 발리며 약간의 백탁이 자연스러운 피부 결 보정 효과를 주는 100% 무기자차 제품입니다.+ 안 자극 대체 테스트를 완료하여 피부 저자극은 물론 눈가 자극이나 눈 시림 걱정 없이 사용 가능한 점 참고하시어 구매 부탁드립니다.해당 제품은 외출 전후 사용 가능합니다.수시로 덧바르기 좋은 제품으로 수분크림이나 영양크림 위에 덮어 바를 수 있으나 선크림 사용 시 밀림이 있을 수 있으니선크림을 덧바르기 전 간단하게 피부 결 정돈해 주세요!모든 선케어 제품은 자외선 차단제의 특성상 기후, 노출 시간, 피부 타입 등과 같은외부 환경의 영향을 받기 때문에 장시간 야외 활동 시에는 3~4시간에 걸쳐수시로 덧발라 주시는 것을 권장 드리는 점 안내드립니다.추가 문의사항 있으시면 언제든지 문의 글또는 달바 고객센터 02-332-7727로 연락 주세요~!고객만족팀 곰곰이었습니다.행복한 하루 보내세요♡감사합니다.",긍정
달바,화장품,제품관련,안녕하세용 혹시 핸드크림이랑 향이 같나용!!,"안녕하세요프리미엄 비건 달바입니다.고객님, 먼저 달바 제품에 관심 가져주셔서 감사합니다.핸드 크림이라면 어떤 제품을 말씀하시는 걸까요?문의글로 제품명 전달해 주시면 자세한 안내 도와드리겠습니다.문의하신 탠저린 비건 퍼퓸에는 달바의 시그니처 향인 아로마틱 시트러스 플로럴 향이 처방되어 있으며,달바 시그니처 향은 이탈리아 조향사 Giovanni Festa와의 콜라보로 탄생한상쾌한 시트러스 향과 우아한 플로럴 향기가 어우러져 편안한 기분을 느끼게 해주며바쁜 일상을 살아가는 현대인들에게 휴식과 힐링을 선사해 주는점 참고하시어 구매 부탁드립니다.추가 문의사항 있으시면 언제든지 문의 글또는 달바 고객센터 02-332-7727로 연락 주세요~!고객만족팀 곰곰이었습니다.행복한 하루 보내세요♡감사합니다.",긍정
달바,화장품,제품관련,"아로마틱세럼이랑은 차이점이뭔가요,?","안녕하세요프리미엄 비건 달바입니다.고객님, 먼저 달바 제품에 관심 가져주셔서 감사합니다.옐로우 미스트 세럼(퍼스트 스프레이 세럼)과 아로마틱 스프레이 세럼에 대해 간단하게 비교하여 안내 도와드리겠습니다.옐로우 미스트(퍼스트 스프레이 세럼)은 달바의 오리지널 시그니처 핫뷰티템으로퍼스트 스프레이 세럼에 함유된 아보카도 오일과 화이트 트러플이 촉촉한 수분 공급을 도와주며,화이트 트러플과 4가지 식물성 에센셜 오일 층의 황금비율로 피부 보습은 물론! 광채 케어 가능하세요:)다음으로 아로마틱 스프레이 세럼은 퍼스트 스프레이 세럼의 업그레이드 버전으로속 보습 / 속 탄력 인체적용시험 완료로 한층 더 강력한 고기능성 저자극 멀티 케어가 가능한 제품입니다.보습과 탄력은 물론! 각질 케어에도 효과적인 제품으로 1회 사용만으로도각질이 개선되어 윤기 있는 매끄러운 피부 연출 가능한점 참고하시어 구매 부탁드립니다.추가 문의사항 있으시면 언제든지 문의 글또는 달바 고객센터 02-332-7727로 연락 주세요~!고객만족팀 곰곰이었습니다.행복한 하루 보내세요♡감사합니다.",긍정
달바,화장품,제품관련,"두피, 헤어에 뿌려도 될까요??","안녕하세요프리미엄 비건 달바입니다.고객님, 먼저 달바 제품에 관심 가져주셔서 감사합니다. 문의하신 프라인 인텐시브 세럼은 페이셜 케어에 적합한 제품으로헤어 케어용 제품으로는 헤어 퍼퓸 세럼을 따로 사용하시는 것을 권장 드립니다.프라임 인텐시브 세럼은 달바의 프리미엄 시그니처 오일에 펩타이드 캡슐이 추가되어고보습, 고탄력, 항산화 케어에 효과적이며, 리프팅 효과가 있는 안티에이징 비건 콜라겐 세럼입니다.다음으로 헤어 케어용으로 추천드린 헤어 퍼퓸 세럼은 모발의 영양 공급 및 퍼퓸 미스트 역할을 합니다!산뜻하고 가볍게 수분 영양 케어가 가능한 스타일링 제품으로모발 영양 케어에 도움을 주고 오랜 시간동안 기분 좋은 향을 유지시켜 주는 점 참고하시어 구매 부탁드립니다.추가 문의사항 있으시면 언제든지 문의 글또는 달바 고객센터 02-332-7727로 연락 주세요~!고객만족팀 곰곰이었습니다.행복한 하루 보내세요♡감사합니다.",긍정
달바,화장품,제품관련,혹시 향은 어떤가요?,"안녕하세요프리미엄 비건 달바입니다.고객님, 먼저 달바 제품을 믿고 구매해주셔서 감사합니다.문의하신 더블 크림 '맞춤 단지형'에는 릴리프 허벌 가든 플로럴 향이 처방되어 있습니다.해당 향은 은은하고 상쾌하게 퍼지는 허브를 첫 향으로, 화사한 플로럴 노트가 더해져 차분하게 마무리되는 향인 점 안내드립니다.추가 문의사항 있으시면 언제든지 문의 글또는 달바 고객센터 02-332-7727로 연락 주세요~!고객만족팀 곰곰이었습니다.행복한 하루 보내세요♡감사합니다.",긍정
달바,화장품,제품관련,안녕하세요.아래에 100ml 옐로우 세럼과 120ml 세럼 향 차이에 대해서 문의했었습니다. 제가 질문 드렸던 이유는 예전에 120ml 세럼이 출시됐을 당시 100ml 세럼과 향이 다르다는 얘기를 들었거든요. 제조법이 바꼈다고요. 실제로 저도 그렇게 느꼈구요. 그런데 앞서 답변해주신 내용으로는 현재 판매중인 100ml와 120ml는 향이 동일하다는 말씀이시죠? 그리고 동일하다는 건 100ml 옐로우세럼을 이젠 120ml 제조법에 맞춰서 제조 중이라는 말씀이시죠? 두 제품간 차이는 정말 단순히 물리적인 용량뿐 인 거구요.,"안녕하세요프리미엄 비건 달바입니다.고객님, 먼저 달바 제품에 관심 가져주셔서 감사합니다. 고객님, 퍼스트 스프레이 세럼 리뉴얼 전 제품과 현재 판매 중인 퍼스트 스프레이 세럼 100ml, 아로마틱 스프레이 세럼 120ml에 대해 말씀해 주시는 거 같아요.제조법이 바뀌었다기 보다 퍼스트 스프레이 세럼은 작년 8월 비건 인증이 완료된 제품으로업그레이드되면서 달바의 시그니처 향이 처방되어 리뉴얼 되었습니다.리뉴얼 전 제품은 현재 판매를 진행하지 않고 있으며,문의하신 두 제품에는 동일한 향이 처방되어 있는 점 다시 한번 안내드리며, 두 제품 간단하게 비교 도와드리겠습니다.옐로우 미스트(퍼스트 스프레이 세럼)은 달바의 오리지널 시그니처 핫뷰티템으로퍼스트 스프레이 세럼에 함유된 아보카도 오일과 화이트 트러플이 촉촉한 수분 공급을 도와주며,화이트 트러플과 4가지 식물성 에센셜 오일 층의 황금비율로 피부 보습은 물론! 광채 케어 가능하세요:)다음으로 비건 미스트 세럼(아로마틱 스프레이 세럼)은 퍼스트 스프레이 세럼의 업그레이드 버전으로속 보습 / 속 탄력 인체적용시험 완료로 한층 더 강력한 고기능성 저자극 멀티 케어가 가능한 제품입니다.보습과 탄력은 물론! 각질 케어에도 효과적인 제품으로 1회 사용만으로도각질이 개선되어 윤기 있는 매끄러운 피부 연출 가능한점 참고하시어 구매 부탁드립니다.추가 문의사항 있으시면 언제든지 문의 글또는 달바 고객센터 02-332-7727로 연락 주세요~!고객만족팀 곰곰이었습니다.행복한 하루 보내세요♡감사합니다.",긍정
달바,화장품,제품관련,친구 2명에게 따로 따로 선물을 하려고 선물하기에서 주문하면 증정품도 친구 두명에게도 개별로각자에게 오나요?,"안녕하세요프리미엄 비건 달바입니다.고객님, 먼저 달바 제품에 관심 가져주셔서 감사합니다.구매 금액대 별 사은품은 주문번호 기준으로 실결제 금액에 따라 자동 증정됩니다.개별 선물하기 주문 시 2개의 주문 건 누적 구매 금액이 아닌각각의 주문 건 실 결제 금액 기준으로 4/6/8/15만원 이상일 시 구매 사은품이 증정되는 점 안내드립니다.추가 문의사항 있으시면 언제든지 문의 글또는 달바 고객센터 02-332-7727로 연락 주세요~!고객만족팀 곰곰이었습니다.행복한 하루 보내세요♡감사합니다.",긍정
달바,화장품,제품관련,daily사용해도 되는 상품인가요?,안녕하세요프리미엄 비건 달바입니다.고객님 먼저 달바 제품을 믿고 구매해 주셔서 감사합니다.문의하신 슬리핑팩은 데일리로 사용 가능한 제품인 점 안내드립니다.해당 제품은 스킨케어 마지막 단계 / 수분 크림 대용으로 사용하실 수 있는데요~!씻어내거나 시트를 떼어내는 번거로움이 없어 간편하게 사용하기 좋으며보습 특허 성분과 수분 케어에 도움을 주는 성분들이 가득 함유되어 있어 피부 보습 막을 탄탄하게 해주어수분을 오래도록 유지하는 데 도움을 주는 제품입니다. :)추가 문의사항 있으시면 언제든지 문의 글또는 달바 고객센터 02-332-7727로 연락 주세요~!고객만족팀 곰곰이었습니다.행복한 하루 보내세요♡감사합니다.,긍정
듀이트리,화장품,제품관련,"선크림만 바를 경우 ㅇ클렌징 밀크로만 세안해도 되나요?? 
그리고,, 파운데이션까지 바른날에도 클렌징 밀크로만 해도 될까요?? ㅜㅋㅋ 매번 이중세안 하고 있어요ㅠㅠ","안녕하세요, 듀이트리입니다.사용하시는 선크림에 따라 차이가 있을 수 있으나 자사 안티폴루션 선 기준으로 밀크로 클렌징 가능 하십니다 :)감사합니다.",부정
듀이트리,화장품,제품관련,이거 하다가 눈에 좀 들어갓는데 따끔했는데 혹시 안과가봐야할까요? 지금은 좀 괜찬은거같은데,"안녕하세요, 듀이트리입니다.화장품이 눈에 들어간 경우 즉시 흐르는 물에 눈을 씻어 내고 증상이 심할 경우 안과 방문해주시길 바랍니다.감사합니다.",부정
듀이트리,화장품,제품관련,에센스워터 스프레이에 넣어서 뿌리며 사용가능하나요?,안녕하세요. 듀이트리입니다. 문의주신 울트라 너리싱 스네일 에센스워터는 달팽이점액여과물이 함유되어 있어 약간 점성이 있는 제형입니다. 스프레이에 넣어서 사용하시는 경우 원활하게 내용물이 분사되지 않을 수 있습니다.감사합니다.,부정
듀이트리,화장품,제품관련,1+1 행사 언제까지 하세요?,"안녕하세요, 듀이트리입니다.문의주신 상품 1/1(월) 까지 예정되어 있습니다.감사합니다.",부정
듀이트리,화장품,제품관련,지금 1+1으로 진행하는 이 선크림은 사용기한이 어떻게 될까요?,안녕하세요 듀이트리입니다.문의주신 상품 유통기한 2025-01-06 으로 확인됩니다.이용에 참고 부탁드리겠습니다 :),부정
듀이트리,화장품,제품관련,"주성분 무엇인가요?
상세페이지에도 제품에도 성분표시가 없네요. 
무기자차 성분이 어떻게 들어갔고 그외 무슨성분인지 올려주세요.","안녕하세요, 듀이트리입니다.전성분은 모바일 기준  스크롤 하단의 상품정보제공고시 탭 클릭 시 확인 가능하십니다.*전성분정제수, 징크옥사이드, 프로필헵틸카프릴레이트, 프로판다이올, 티타늄디옥사이드, 부틸렌글라이콜다이카프릴레이트/다이카프레이트, 다이카프릴릴에터, 다이실록세인, 부틸옥틸살리실레이트, 카프릴릴메티콘, 폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스테아레이트/세바케이트, 칼라민, 트라이메틸실록시실리케이트, 사막장미잎세포추출물, 로즈오브예리코추출물, 로즈마리잎오일, 잇꽃씨오일, 다이스테아다이모늄헥토라이트, 마그네슘설페이트, 스테아릭애씨드, 알루미늄하이드록사이드, 트라이에톡시카프릴릴실레인, 메틸메타크릴레이트크로스폴리머, 폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 1,2-헥산다이올, 비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머, 폴리메틸실세스퀴옥세인, 글리세릴카프릴레이트, 카프릴릴글라이콜, 에틸헥실글리세린, 토코페롤, 부틸렌글라이콜, 바이오사카라이드검-4, 흰목이버섯폴리사카라이드",부정
듀이트리,화장품,제품관련,"스네일라인은 왜이렇게 여러종류가 있는거죠?
리뉴얼도 너무계속돼서 어떤게어떤건지도..
예전에 달팽이그려진버전 에멀전 잘썼던기억이있어서
쿠팡에서다시샀었는데 리뉴얼?된버전인지 향도 엄청강하고 트러블도올라오고하길래 못썼었거든요
이 너리싱버전은 또 다른건가요? 그 인텐시브버전인가 
그거에서 다시 리뉴얼된건가요?
향도너무강하고 천연성분들로많이바뀐거 그런것도
비슷한건지 궁금해요","안녕하세요, 듀이트리입니다.현재 듀이트리 스네일 라인은 총 3가지로1. 울트라 너리싱 스네일 라인2. 울트라 바이탈라이징 스네일 라인3. 울트라 S4 인텐시브 라인이 있습니다.1. 울트라 너리싱 라인- 온라인몰에서 구매 가능- 유의성분 배제, 알러지 최소화, 천연향료 - 친환경 리무버블 라벨, 메탈 프리펌프 사용- 기존 울트라 바이탈라이징에서 전성분&디자인 리뉴얼 제품2. 울트라 바이탈라이징 라인- 군마트 PX에서 구매 가능- 출시 이후 전성분 리뉴얼 없음3. 울트라 S4인텐시브 라인- 쿠팡에서만 구매 가능- 씨드오일과 콜라겐 함유로 보습감 있는 사용 가능- 친환경 패키지(메탈 프리펌프, 리무버블 라벨 등)",부정
듀이트리,화장품,제품관련,Ex 안 붙은 진한 파란색 50ml 랑 차이가 뭔가요???,"안녕하세요, 듀이트리입니다.아쿠아 콜라겐 펩타이드 멀티 크림 50ml는 군부대 PX에서만 구매 가능하신 제품으로 두개 제품 전성분이 다른 다른 제품임을 안내 드립니다.감사합니다.",부정
듀이트리,화장품,제품관련,계면활성제 성분 들어가나요?,"안녕하세요, 듀이트리입니다.문의주신 상품 하이 아미노 올 클렌징 밀크에는 계면활성제 역할로 소듐코코일애플아미노산, 소듐라우일귀리아미노산 등의 포함되어 있습니다.감사합니다.",부정
듀이트리,화장품,제품관련,"상세정보에 바이탈라이징에서 너리싱으로 바뀌면서 성분은 변화 없이 패키지만 바뀐거라고 되어있는데요
너리싱은 px전용이라는 답변이 밑에 보이는데 그럼 예전 패키지(너리싱)는 px꺼, 최근 패키지(바이탈라이징)는 온라인 전용인거고 내용물의 성분은 같다는건가요?
근데 밑에 문의글 답변 보면 성분도 조금 차이가 있다고 답변을 다셨어요
상세정보에 기재된 내용상으로는 너리싱과 바이탈라이징의 성분차이는 없다고 되어있는데
답변상으로는 성분차이가 있다..?
뭐가 맞는건가요? 정확한 답변을 원합니다","안녕하세요, 듀이트리입니다.고객님 PX에서만 구매 가능하신 상품 울트라 바이탈라이징 스네일 라인으로 현재 온라인에서 구매하실 수 있는 너리싱 라인과는 전성분이 다른 제품입니다.현재 너리싱 라인이 기존 울트라 바이탈라이징 스네일 라인에서 전성분&패키지 디자인 리뉴얼 되었습니다.감사합니다.",부정
듀이트리,화장품,제품관련,"기존에 뚜껑 각지지않은 짙은 초록색 패키지에서 현재 제품으로 리뉴얼되면서 내용물도 리뉴얼된건가요?
혹시 내용물은 리뉴얼된게 아니라면 마지막으로 내용물 성분이 변경되었던 시점 혹시 알수있을까요","안녕하세요, 듀이트리입니다.짙은 초록 패키지에 금색 테두리 제품은 ""울트라 바이탈라이징 스네일 라인"" 으로 현재 온라인몰에서 구매 가능하신 너리싱 라인과는 전성분이 다른 제품입니다.전성분 리뉴얼은 21년 5월 이후 변경되었습니다.",부정
듀이트리,화장품,제품관련,얼굴에 물안묻히고 팩처럼 바로 쓰는것가요?,"안녕하세요 고객님 듀이트리 입니다.해당 제품은 '클렌징폼'으로, 얼굴에 물을 적당량 묻히고 쓰시면 거품이 더 풍성하게 나는 세안제 입니다 :)감사합니다.",부정
듀이트리,화장품,제품관련,"원래 향이 있는 제품인가요?
알싸한 파스향 같은게 나서 눈까지 시리네요ㅠ","안녕하세요, 듀이트리입니다.문의주신 상품 인공향료가 들어가 있는 부분은 아니시고 전성분 내 로즈마리잎오일 등의 천연향입니다.눈시림은 고객님들마다 차이가 있을 수 있으나 눈가 너무 가까이는 피해주시면서 발라주시길 권장 드립니다.감사합니다.",부정
